,id,created_at,acknowledged_at,closed_at,address,lat,lng,description,status,summary,media_image_full,request_type_id,request_type_title
628,3879280,2017-11-15T13:05:07-05:00,,,"2458-2466 Trailwood Hills Dr Raleigh, NC 27603, USA",35.7458173981701,-78.6839847045898,These trash and recycling bins have been sitting on the curb for weeks now. The property is for rent and the city needs to do something about them.,Open,Trash and recycling containers left on the street for weeks,https://seeclickfix.com/files/issue_images/0091/5498/1510768058297.jpg,15012,Other
629,3876551,2017-11-14T20:29:13-05:00,,,"Intersection Of Evans Rd  And Dowling Rd Raleigh, NC",35.7596595,-78.5724156,"2nd request for the street sign on Evans & Dowling Rd. to be re-installed. This street is in the Raleigh city limit and is the Dowling Rd. Street sign on Evans Dr.. It's been laying on a neighbors property for at least 6 months and should be errected 

Thank you .",Open,Other,https://seeclickfix.com/files/issue_images/0091/5089/Dowling_Rd_Street_sign_1.jpg,15012,Other
630,3876016,2017-11-14T15:44:41-05:00,2017-11-14T15:44:47-05:00,,"4711-4717 Connell Drive Raleigh, North Carolina",35.8466885616456,-78.7054456837089,There are big piles of leaves dumped in the street I had to dodge cars zooming through the neighborhood earlier because there is no room left for cars and bikers and people walking something really should be done for the safety and people are being inconsiderate with their yard waste it should be at the edge of the property not in the actual street,Acknowledged,yard waste blocking street,,615,Curbside Collection/Materials at the Curb
631,3876014,2017-11-14T15:44:38-05:00,2017-11-15T11:20:17-05:00,,5010-5014 Hollyridge Drive Raleigh North Carolina,35.8499932212377,-78.7017978794487,please remove all the leaves in the street residences have illegally placed leaf piles all in the street restricting the flow of traffic making it very dangerous for cars and people walking it is a nightmare the email from the city specifically said NOT to put leaves in the streets! ,Acknowledged,Leaves piles in the street all the way down Hollyridge Dr,,615,Curbside Collection/Materials at the Curb
632,3876011,2017-11-14T15:44:28-05:00,2017-11-14T15:44:35-05:00,,"4805-4809 Metcalf Drive Raleigh, North Carolina",35.8469603475023,-78.7079808714417,hi yes this huge pile of leaves is still in the street nobody has moved it why has it been here for over a month I cannot park on the street and lots of cars are having to avoid it and its totally illegal especially if a contractor put it there they are supposed to remove leaves on their own cost not leave for the city and taxpayers to deal with this is very dangerous,Acknowledged,huge pile of leaves in street for over a month follow up,,615,Curbside Collection/Materials at the Curb
633,3874852,2017-11-14T10:02:20-05:00,,,"512 North Salisbury St. Raleigh, North Carolina",35.7868679,-78.6387606,"I have some concerns about the crosswalk on N. Salisbury St. connected to deck 64. On the morning of 11/3/2017 around 8:24 AM, I was almost hit by 2 city drivers. 1 was driving a white ford explorer with orange tags and a decal on the side of the vehicle, driven by a white male and a white male as the passenger. It was so bad the lady behind the 2 drivers rolled down her window and couldn’t believe what she just saw. She did say it was 2 city vehicles. They were clearly not going the speed limit as they approached me and left me standing in the middle of the street. Luckily, no one behind me hit me. 

How many pedestrians have to get hit, or almost hit, for us to be able to have something we can push to cross the street, like the Dept. of Revenue has or a camera?
",Open,Crosswalk,,15012,Other
634,3874719,2017-11-14T09:42:38-05:00,2017-11-14T09:42:44-05:00,,"1300 Western Blvd Raleigh, NC 27606, Raleigh, North Carolina",35.7763876,-78.6562551,"3 light poles in a row, on the south side of Western Blvd., opposite Central Prison. Last week they worked fine. This week all 3 are out.

(Note, on two poles, the 4th character ""2"" is nearly illegible.)",Acknowledged,Street Light Concerns,,7336,Street Light Concerns
635,3872372,2017-11-13T16:20:37-05:00,,,"504 Emerson Drive Raleigh, North Carolina",35.8478538,-78.6359718,"The car has been parked on the street with a black car cover for over 2 weeks.  If driving at night, it is especially difficult to see it and has put us in several dangerous situations with oncoming traffic.",Open,Abandoned Vehicle,,14427,Abandoned Vehicle
636,3872339,2017-11-13T16:12:11-05:00,,,"Sunnybrook Rd/ I 440 Raleigh, North Carolina",35.774784,-78.5839206,"a tarp on the fire extinguisher, called in by rpd to have sanitation remove it....on sunnybrook just past the I 440 overpass going outbound",Open,Other,,15012,Other
637,3872337,2017-11-13T16:12:05-05:00,2017-11-13T16:12:19-05:00,,"Sunnybrook/I 440 Raleigh, North Carolina",35.7546217486711,-78.5830622931152,There is a tarp on the fire hydrant on Sunnybrook just past the I 440 overpass ,Acknowledged,Curbside Collection/Materials at the Curb,,615,Curbside Collection/Materials at the Curb
638,3872326,2017-11-13T16:10:33-05:00,,,"1518-1520 E Millbrook Rd Raleigh, NC 27609, USA",35.8501043948973,-78.610779941082,flashing lights at Millbrook elementary were still in daylight saving time mode last week.,Open,Other,,15012,Other
639,3871549,2017-11-13T13:06:54-05:00,2017-11-13T13:06:59-05:00,,"2946-2998 Lynn Road Raleigh, North Carolina",35.8732709425393,-78.6913482821857,"A left turn arrow for southbound traffic turning from Ray Rd. onto Lynn Rd. has been needed for years.  Of course, backed up traffic is worse during the morning and afternoon commute times.  Help please.  
 
",Acknowledged,Traffic Signal,,7339,Traffic Signal
640,3871081,2017-11-13T11:38:27-05:00,,,"853-899 S Haywood St Raleigh, NC 27601, USA",35.7683838983242,-78.6270009353757,no license plate in no parking any time zone,Open,Abandoned Vehicle,,14427,Abandoned Vehicle
641,3871066,2017-11-13T11:37:05-05:00,,,"Edwards Mill And Wade Ave Raleigh, North Carolina",35.8045427,-78.7261538,dead deer on side of road,Open,dead deer,,15012,Other
642,3871063,2017-11-13T11:36:48-05:00,,,"206 Pinecroft Drive Raleigh, North Carolina",35.8470442,-78.6338476,"Someone (the city of Raleigh?) left a ""Road Construction Ahead"" sign in front of our house last week. Whatever construction that was being done on our road is complete ... it looks like they forgot to pick up the sign. The sign and the large metal base are sitting in our front yard.",Open,Abandoned road work sign in our yard,,15012,Other
643,3871045,2017-11-13T11:33:41-05:00,2017-11-13T11:34:19-05:00,,"615 Spring Forest Rd Raleigh, NC 27609, USA",35.8654730096249,-78.625072,A lot of Garbage in the roadway,Acknowledged,Curbside Collection/Materials at the Curb,,615,Curbside Collection/Materials at the Curb
644,3871013,2017-11-13T11:29:53-05:00,,,"2605-2609 Trailwood Hills Dr Raleigh, NC 27603, USA",35.7451764582244,-78.6837116210938,Food Lion shopping cart left on curb.,Open,Food Lion shopping cart left on curb.,https://seeclickfix.com/files/issue_images/0091/3927/1510520486834.jpg,15012,Other
645,3870989,2017-11-13T11:27:35-05:00,,,"Old Hwy 64 Raleigh, NC",35.7949327,-78.5494586,,Open,Furniture dumping,https://seeclickfix.com/files/issue_images/0091/3916/20171105_115352.jpg,15012,Other
646,3870931,2017-11-13T11:17:15-05:00,,,"2530-2532 Lake Wheeler Rd Raleigh, NC 27603, USA",35.7462665401113,-78.67625703125,Trash bag left along Lake Wheeler Road,Open,Trash bag along Lake Wheeler Road,https://seeclickfix.com/files/issue_images/0091/3895/1510583182529.jpg,15012,Other
647,3870704,2017-11-13T10:25:37-05:00,,,"2201 Mossbank Road Raleigh, North Carolina",35.8014473807222,-78.6090968772461,The pole holding up the street signs on Mossbank Road and Dennis Avenue fell onto my lawn at some point between last night and this morning.,Open,Street sign replacement,,15012,Other
648,3863641,2017-11-09T15:59:59-05:00,,,"Tryon Road @ Norfolk Southern Rr Bridge Raleigh, North Carolina",35.736547366984,-78.6625732548149,"At the east end (Eastbound lane) and the west end (westbound lane) of the new bridge, a pedestrian safety hazard was caused when the bridge was built. With no traffic guard rail, there is a section (about 12 ft long) where a walker could slip and fall down the steep embankment onto the rail ROW. The drop appears to be about 30 ft down, with a steep angle of ~ 45-60 degrees. There are no barriers, handrails or fences to prevent a fall, and any fall would result in serious injury or worse. 
Please see attached pics.",Open,Sidewalk Safety,https://seeclickfix.com/files/issue_images/0091/2302/20171103_115942_resized.jpg,15012,Other
649,3860253,2017-11-08T17:27:32-05:00,,,"2600 Glenwood Ave Raleigh, North Carolina",35.817166,-78.659533,"construction debris such as siding, in bound glenwood just before lake boone",Open,Other,,15012,Other
650,3859849,2017-11-08T14:58:36-05:00,,,"7200 Old Stage Rd Raleigh, North Carolina",35.7981343575298,-78.6252655,Road shut down. No one is aloud to continue down Old Stage Rd. headed towards 10-10 road. No accident. Ton of sheriffs and ems on site.Possible hit and run?,Open,Possible hit an run,,15012,Other
651,3859456,2017-11-08T12:57:38-05:00,2017-11-09T09:30:18-05:00,,331-399 South Mcdowell Street Raleigh North Carolina,35.7757269427178,-78.6419309742363,"At the peak hour (esp. end of the afternoon), coming from Gale Street, it is impossible to turn left and go to the right lane (to the West) of Davie St. in order to take S. McDowell Street (to the North). The queue and waiting time at the STOP sign on Gale St. before Davie St. is often very long.",Acknowledged,Roadway Markings,https://seeclickfix.com/files/issue_images/0091/1502/Figures.jpg,21096,Roadway Markings
652,3852881,2017-11-06T16:02:18-05:00,2017-11-06T16:02:37-05:00,,"345 Ashe Avenue Raleigh, North Carolina",35.7791699433682,-78.6620506968201,"On beautiful days, there are a lot of people driving into Pullen Park's parking lot. Frequently, traffic jams occur as people try to turn left into Pullen Park (from the right side of the street) where a traffic jam can be completely alleviated if there were a left turn lane for these people to go into the park. See drawing on image.",Acknowledged,Roadway Markings,https://seeclickfix.com/files/issue_images/0091/0313/pullen_park_entrance.PNG,21096,Roadway Markings
653,3852851,2017-11-06T15:50:46-05:00,,,"2455-2505 Trailwood Hills Drive Raleigh, North Carolina",35.74689163386,-78.6845018238342,Trailwood Hills Drive/Alder Ridge Lane street marker had been laying on the corner lawn.  Now it is gone.,Open,Trailwood Hills Drive/Alder Ridge Lane street marker gone.,https://seeclickfix.com/files/issue_images/0091/0302/IMG_1647.JPG,15012,Other
654,3852848,2017-11-06T15:50:40-05:00,,,"Loch Raven Pkwy Raleigh, North Carolina",35.7979117280861,-78.5357957275086,"The corner of Loch Raven Pkwy and Old Milburnie is a bus stop for the children in this complex.  Lately there have been a number of 18 wheelers and cars parked along the side of this street.  Beachwood has indicated that this is a public road, but I believe it presents a danger for the children and their parents.  We typically drive our (young) children to the bus stop and park until the bus arrives.  Because of the number of vehicles parked along the way on both sides of the street, it's now problematic.  Many of these vehicles are parked for weeks at a time and causes issues with cars moving up and down this road.  I would like to see this become a no parking zone so that we can see our children off to school and home safely.",Open,Other,https://seeclickfix.com/files/issue_images/0091/0301/20171106_082230_1_.jpg,15012,Other
655,3852819,2017-11-06T15:49:14-05:00,,,"1550 Ashburton Road Raleigh, NC 27606, United States of America",35.7729179431405,-78.7051818877297,Dog started barking at 6am and is still barking. The location is as close as I could get. It is the 3rd house past Dunbar heading to liles st,Open,Dog tied in front yard non stop barking for days,,15012,Other
656,3852643,2017-11-06T15:14:16-05:00,,,"2800 Tryon Road Raleigh, North Carolina",35.7432005478159,-78.680426038018,Planet Aid donation box full and now being piled in the parking lot next to the box.  The donations need to be picked up regularly.  It's an eye-sore in this parking lot.,Open,Planet Aid Donations piled next to box.,https://seeclickfix.com/files/issue_images/0091/0240/IMG_1648.JPG,15012,Other
657,3852633,2017-11-06T15:12:33-05:00,2017-11-07T14:00:16-05:00,,"2615 Fitzgerald Dr Raleigh, NC 27610, USA",35.7478844524928,-78.6281374023979,A lot of trash in the park,Acknowledged,Parks,,613,Parks
658,3852618,2017-11-06T15:10:19-05:00,2017-11-06T15:10:32-05:00,,"Raleigh Blvd. Between I440 / Yonkers Rd. & Crabtree Rd. Raleigh, North Carolina",35.7942523,-78.611127,Multiple street lights unlit in evenings / nights along Raleigh Blvd. between I440 / Yonkers Rd. & Crabtree Rd. This creates a safety hazard for motorists traveling this stretch of Raleigh Blvd. Please restore these lights were they illuminate Raleigh Blvd in evenings / nights.,Acknowledged,Street Light Concerns,,7336,Street Light Concerns
659,3852595,2017-11-06T15:08:06-05:00,,,"6204 Litchford Rd Raleigh, NC 27615, USA",35.8635876666878,-78.5982585090451,The entire corner is covered in litter.,Open,Litter,https://seeclickfix.com/files/issue_images/0091/0227/1509923062911.jpg,15012,Other
660,3852126,2017-11-06T13:15:13-05:00,,,"8652-8798 Falls Of Neuse Rd Raleigh, NC 27615, USA",35.8965150318755,-78.6113189924393,More illegal signs posted at the entrance to Thorpshire Farm neighborhood.,Open,Illegal Signs,https://seeclickfix.com/files/issue_images/0091/0060/1509821034851.jpg,15012,Other
661,3852121,2017-11-06T13:14:58-05:00,,,"7174-7298 Harps Mill Road Raleigh, North Carolina",35.8824731,-78.6232335,Tired of these illegal signs being posted at the entrance to our neighborhood!,Open,Illegal Signs,https://seeclickfix.com/files/issue_images/0091/0058/356A15FB-7B94-406C-A3FB-E871C4C1EA62.jpeg,15012,Other
662,3852119,2017-11-06T13:14:51-05:00,,,"540 Exit 14 Raleigh, North Carolina",35.8966098,-78.6520379,A old pallet and plastic bags hanging on the fence are an unsightly mess.,Open,Panhandling set up,https://seeclickfix.com/files/issue_images/0091/0057/9FF4F24A-3DD5-4C6C-8F51-19E3C88AFCD6.jpeg,15012,Other
663,3846169,2017-11-03T15:59:17-04:00,,,3014 Churchill Rd. Raleigh NC 27607 uSA,35.8061528095389,-78.6752865,Home Made dumpster collapsing and pushing into porta-potty.  Located at construction site 3010 Churchill 27607-NorthStar Construction ,Open,Construction Debris ,https://seeclickfix.com/files/issue_images/0090/8527/1509733965277.jpg,15012,Other
664,3845271,2017-11-03T11:09:39-04:00,2017-11-03T11:09:45-04:00,,"3601-3625 Lassiter Mill Rd Raleigh, NC 27609, USA",35.8265248354393,-78.6491976225968,People park for Root School at Lassiter Mill parking taking up all the spots for those desiring to park there to use the Greenway. At times there's no parking for Crabtree Greenway users.,Acknowledged,Greenway,,20753,Greenway
665,3845050,2017-11-03T10:08:03-04:00,2017-12-19T11:29:11-05:00,2017-12-14T17:50:44-05:00,"2512 Everett Avenue512 Everett Ave Raleigh, North Carolina",35.7919375,-78.6676117,The street light at the corner of Pogue and Everett is not working properly. It is flickering and providing almost no light on a busy intersection.,Acknowledged,Street Light Concerns,,7336,Street Light Concerns
666,3842499,2017-11-02T17:24:13-04:00,2017-11-02T17:24:19-04:00,,"805 Tyrrell Rd Raleigh, North Carolina",35.8427255,-78.6551242,There is a 2-3 foot wide x 12 feet long unpaved section of Tyrrell Road that was left after some street  work about three weeks ago.   ,Acknowledged,Street work left unpaved.,,7330,Pothole
667,3842485,2017-11-02T17:20:01-04:00,2017-11-02T17:20:22-04:00,,"6194-6216 Farm Gate Road Raleigh, North Carolina",35.7805763298445,-78.7436191714679,"At the intersection of Farm Gate Road, Western Blvd, and Cary Towne Blvd, there is no arrow indicating you can go straight from Farm Gate Road into the Bacarra Apartments.  One lane is indicated left turn only, the other is indicated right turn only.  I believe the right turn lane should also include the straight arrow.",Acknowledged,Roadway Markings,https://seeclickfix.com/files/issue_images/0090/7912/IMG_20171102_152358.jpg,21096,Roadway Markings
668,3842483,2017-11-02T17:19:52-04:00,,,"504 Harvest Lane Raleigh, North Carolina",35.7764729,-78.7378389,"The side of his house became overgrown with tree branches and he couldn't put his trash cans on that side of his house.  So he moved them to his front yard, by his front porch.",Open,Trash cans in front yard,https://seeclickfix.com/files/issue_images/0090/7910/IMG_20171102_150819.jpg,15012,Other
669,3841325,2017-11-02T11:10:18-04:00,2017-11-02T11:10:38-04:00,,"3300 Mackinac Island Raleigh, North Carolina",35.7358786,-78.533421,There is a deep hole by the storm drain cover on Mackinac Island across from the park in the Battlebridge community. Someone could easily trip and hurt themselves. ,Acknowledged,Hole by Storm Drain ,https://seeclickfix.com/files/issue_images/0090/7585/A8178622-7575-4542-BCB2-AFA2272FC1EB.jpeg,7330,Pothole
670,3841170,2017-11-02T10:46:04-04:00,2017-11-03T09:50:18-04:00,,150-198 West Edenton Street Raleigh North Carolina,35.7812801743078,-78.6412496931465,"The center lane in this location was repaved in the recent past. This removed a roadway marking indicating that the lane can go straight OR turn right onto McDowell at the next traffic light. It would be helpful if that lane marking could be repainted. The sooner vehicles on Edenton know they can stay in the center lane and still turn right onto McDowell, the better. Thanks.",Acknowledged,Roadway Markings,,21096,Roadway Markings
671,3841160,2017-11-02T10:43:44-04:00,2017-11-02T10:44:06-04:00,,"3017 Falls River Ave Raleigh, NC 27614, USA",35.9235916137695,-78.5621337890625,"Large piles of leaves placed on street by resident or their lawn contractor.  Road hazard driving around it, and it is NOT the City’s curb leaf collection date. ",Acknowledged,Curbside Collection/Materials at the Curb,https://seeclickfix.com/files/issue_images/0090/7556/1509625587966.jpg,615,Curbside Collection/Materials at the Curb
672,3841130,2017-11-02T10:36:43-04:00,,,"Blacwolf Rub Raleigh, North Carolina",35.8109473,-78.5369384,There is excessive trash throughout the Hedingham Community. These roads are public. Please have road maintenance crew... inmates... whoever... pick up liter.,Open,Ecxcessive Trash,,19289,Tall Grass/Weeds or Other Public Nuisances
673,3841129,2017-11-02T10:36:40-04:00,,,"Osprey Raleigh, North Carolina",35.8809233,-78.5991558,,Open,Tall,,19289,Tall Grass/Weeds or Other Public Nuisances
674,3841128,2017-11-02T10:36:39-04:00,,,"Blackwolf Run Raleigh, North Carolina",35.8428718059574,-78.6582176364338,There is an excessive amount of trash throughout the Hedingham Community. These are public roads and the trash needs to be addressed.,Open,Trash,,19289,Tall Grass/Weeds or Other Public Nuisances
675,3841127,2017-11-02T10:36:36-04:00,,,"Blackwolf Run Raleigh, North Carolina",35.8433414464729,-78.6563293612874,There is excessive trash throughout the Hedingham community!!  These are public roads and trash removal throughout roads are necessary.,Open,Excessive Trash,,19289,Tall Grass/Weeds or Other Public Nuisances
676,3838315,2017-11-01T16:10:41-04:00,,,"4857-4999 Reedy Creek Road Raleigh, North Carolina",35.8158826,-78.7164625,There are two truck trailers parked together to form a giant sign. Does zoning allow this monstrosity?,Open,illegal signage ,,15012,Other
677,3837937,2017-11-01T14:10:51-04:00,2017-11-01T14:11:12-04:00,,"10436-10448 Bedfordtown Dr Raleigh, NC 27614, USA",35.9273910522461,-78.5711135864258,"Large piles of leaves placed on street by resident or their lawn contractor. Dangerous driving around it, and it is NOT the City’s curb leaf collection date. ",Acknowledged,Curbside Collection/Materials at the Curb,https://seeclickfix.com/files/issue_images/0090/7044/1509554704808.jpg,615,Curbside Collection/Materials at the Curb
678,3837774,2017-11-01T13:16:11-04:00,2017-11-01T13:16:19-04:00,,"4690-4694 Creedmoor Road Raleigh, North Carolina",35.8423061480866,-78.682228482476,"Having the north bound left lane on Edwards Mill go from straight to left only is really confusing for drivers.  During rush hour, the light backs up so badly that markings on the road are not visible.  Drivers unfamiliar with the intersection end up having to push into a solid lane of cars to continue straight.  Roadway markings should be changed to eliminate this added confusion to an already very busy intersection.",Acknowledged,Straight becomes left only? Poorly marked & confusing,,21096,Roadway Markings
679,3837255,2017-11-01T10:40:00-04:00,2017-11-01T10:40:21-04:00,,"2300-2304 Rooster Way Raleigh, NC 27614, USA",35.9242172241211,-78.5625915527344,"Large piles of leaves placed on street by resident or their lawn contractor. Dangerous driving around it, and it is NOT the City’s curb leaf collection date. ",Acknowledged,Curbside Collection/Materials at the Curb,https://seeclickfix.com/files/issue_images/0090/6867/1509538320988.jpg,615,Curbside Collection/Materials at the Curb
680,3837253,2017-11-01T10:39:53-04:00,2017-11-01T10:40:09-04:00,,"2308-2312 Rooster Way Raleigh, NC 27614, USA",35.924488067627,-78.5621871948242,"Large piles of leaves placed on street by resident or their lawn contractor. Dangerous driving around it, and it is NOT the City’s curb leaf collection date. ",Acknowledged,Curbside Collection/Materials at the Curb,https://seeclickfix.com/files/issue_images/0090/6865/1509538212671.jpg,615,Curbside Collection/Materials at the Curb
681,3837196,2017-11-01T10:28:17-04:00,2017-11-01T10:28:22-04:00,,"1217-1231 Edwards Mill Rd Raleigh, NC 27607, USA",35.7982060295749,-78.7273572060767,"Edwards mill has a lot of pedestrian traffic, with the PNC arena and Carter Finley stadium in such close proximity.  It is very dangerous to walk at night.  Street lights from trinity to just past The Raleigh School would make it much safer.",Acknowledged,Street Light Concerns,,7336,Street Light Concerns
682,3837168,2017-11-01T10:22:06-04:00,,,"5 N Swain St Raleigh, NC 27601, USA",35.780480940541,-78.62903836313,Why? ,Open,Porta potty in the middle of the sidewalk,https://seeclickfix.com/files/issue_images/0090/6830/1509481699082.jpg,15012,Other
683,3833970,2017-10-31T11:38:39-04:00,,,Brecken Ridge Dr. 27615,35.8744676096379,-78.6341289,City of Raleigh Trash pickup truck #1114 that picks up trash from disabled neighbors drives extremely fast through our neighborhood every week.  He races up and down the streets ignoring all posted speed limit signs. ,Open,Trash pickup truck for the disabled ,,15012,Other
684,3833033,2017-10-31T07:40:35-04:00,,,3106 North Carolina 54 NC,35.8951351611087,-78.8743462506938,The carpet tiles are starting to peel up in two places (by the door and by the back wall).,Open,Other,https://seeclickfix.com/files/issue_images/0090/6035/IMG_20171031_072645625.jpg,19953,Other
685,3830710,2017-10-30T14:04:37-04:00,2017-10-30T14:04:44-04:00,,"117 S West Street Raleigh, North Carolina",35.7789967,-78.6457687,Graffiti repair,Acknowledged,Vandalism Repair,https://seeclickfix.com/files/issue_images/0090/5710/IMG_0401.jpg,7340,Vandalism Repair
686,3830401,2017-10-30T12:54:57-04:00,,,"7301 Bassett Hall Ct Raleigh, NC 27616, USA",35.8819999694824,-78.5687942504883,The storm water drain is clogged still. This rain happened 12 hours ago and it is still not drained the water ,Open,Stormwater drain clogged ,https://seeclickfix.com/files/issue_images/0090/5622/1507814424041.jpg,15012,Other
687,3830400,2017-10-30T12:54:52-04:00,,,"Sandy Forks Raleigh, North Carolina",35.8640378044826,-78.6355311767517,sewer cover missing on side of sandy forks,Open,Other,,15012,Other
688,3830398,2017-10-30T12:54:45-04:00,2017-10-30T12:54:50-04:00,,"Crabtree And Capital Raleigh, North Carolina",35.8070596,-78.6156944,Terrible amount of garbage in Crabtree Creek.,Acknowledged,Garbage Patch,https://seeclickfix.com/files/issue_images/0090/5621/2B129E4B-732A-45F6-B766-D8C35773F360.jpeg,20753,Greenway
689,3830396,2017-10-30T12:54:40-04:00,,,"Buck Jones Road At Bashford Raleigh, North Carolina",35.7769863,-78.7323834,"
With the new concrete barriers on Buck Jones at Bashford, we have 2 serious concerns about safely. The first is that cars are racing through here and the road is so narrow, with concrete on both sides and a sharp turn. The second is that there is no safe way for pedestrians to get through this section and I am watching out the window as people are doing what they have to to get through. This section has a lot of pedestrians from the bus route and the apartments and it is so unsafe for them. I feel like something needs to be done to create a way for pedestrians to get through. And perhaps get one of those signs that registers cars speeds and flashes? I'm very concerned someone is going to be hurt here with the high speeds and pedestrians with nowhere to go.",Open,Other,,15012,Other
690,3830370,2017-10-30T12:49:19-04:00,2017-10-30T12:49:26-04:00,2018-03-21T15:51:26-04:00,"817 Hillsborough St Raleigh, NC 27603, USA",35.7809825437257,-78.651927791806,One half of the sidewalk has sunken in and other parts of it are serious trip hazards now.  Some of the differences can be measured in inches.,Closed,Sidewalk Repair,https://seeclickfix.com/files/issue_images/0090/5610/1509290019229.jpg,21091,Sidewalk Repair
691,3830079,2017-10-30T11:45:53-04:00,2017-10-30T11:46:01-04:00,,"1100 Old English Court Raleigh, North Carolina",35.8779126,-78.6540588,The creek walls are eroding.,Acknowledged,Sediment / Mud Run-off,,7783,Sediment / Mud Run-off
692,3830035,2017-10-30T11:37:43-04:00,,,"709 S. East St Raleigh, North Carolina",35.7715096,-78.6324352,"No License Plate, abandoned vehicle on an empty lot. Brown rusty old Cadillac with used tires all around it. Grass grows up around it and it's an eyesore to the neighborhood and attracts snakes and rodents. ",Open,Abandoned Vehicle,,14427,Abandoned Vehicle
693,3830028,2017-10-30T11:36:38-04:00,2017-10-30T11:36:47-04:00,,"National Drive Raleigh, North Carolina",35.8315022385912,-78.6670500264588,Two street lights are out on the Southbound side of Glenwood Ave near National Drive.,Acknowledged,Street Light Concerns,https://seeclickfix.com/files/issue_images/0090/5478/IMG_20171023_174827.jpg,7336,Street Light Concerns
694,3829736,2017-10-30T10:39:48-04:00,2017-10-31T16:21:31-04:00,,"2913 Ashwell Court Raleigh, North Carolina",35.7440365968065,-78.6833964614464,"Street drain cover has been pushed open.  This is very dangerous.  Children play around this area.   Someone could possibly fall into this drain.  Raleigh, please fix this!  This is the second time I have posted this.",Acknowledged,Large street drain still uncovered.,https://seeclickfix.com/files/issue_images/0090/5374/IMG_1632.JPG,15012,Other
695,3824285,2017-10-27T15:56:58-04:00,,,"5 Rosemary St. Raleigh, North Carolina",35.789677,-78.679016,"The materials yard for the Hillsborough St. renovation project has been located on Rosemary St, in a vacant residential lot, directly across the street from homes and adjacent to a multi-story apartment building. Heavy construction vehicles routinely slam tailgates, reverse over and over again blasting their reversing alarms, and dump and spread gravel all hours of the night, all week long in this lot. I started this post this morning, Friday 10/27/17 at 1:30 a.m., while there were two dump trucks idling in the yard, that just finished repeatedly slamming their tailgates. 

This is seriously effecting my sleep and ability to work and study, and I know I am not alone, the yard is in the middle of our neighborhood and my neighbors are all experiencing the same. I will continue to elevate this issue as I have been given the runaround from the city code and permit office. It's obvious the bottom line for the project does not involve social responsibility.

There are ways to mitigate nuisance noise from the project/yard. First, trucks delivering construction materials can be required to do so during normal hours exempt from city noise requirements (7:00 a.m. - 8:30 p.m. per Raleigh City Code Sec. 12-5007(g)) - this is not difficult to achieve and should have no bearing on project progress (materials required for the night's work are delivered before hand, not during nighttime work, excavated materials/waste can be accumulated in a large truck/trailer for delivery in the morning, significantly reducing heavy vehicle traffic during late night/early morning hours, and eliminating slamming tailgates during these times). Secondly, loud and obnoxious traditional style reversing alarms can be replaced very inexpensively (less than $120 each) on city owned equipment that will be operated during off-hours, with advanced alarms purposefully designed for these situations. Contractor requirements can be easily altered/enforced as well. 

I am posting this here as a last attempt on my behalf at an efficient remedy, before I begin to take the issues higher up the chain. ",Open,Nuisance Construction Noise - Hillsborough/Rosemary St.,,15012,Other
696,3823864,2017-10-27T13:13:29-04:00,,,"10445 Bedfordtown Dr Raleigh, NC 27614, USA",35.9268646240234,-78.5702362060547,"Large piles of leaves placed on street by resident or their lawn contractor. Dangerous driving around it, and it is NOT the City’s curb leaf collection date. ",Open,Tall Grass/Weeds or Other Public Nuisances,https://seeclickfix.com/files/issue_images/0090/4029/1509114853281.jpg,19289,Tall Grass/Weeds or Other Public Nuisances
697,3823854,2017-10-27T13:11:19-04:00,2017-10-27T13:11:25-04:00,,"Walnut Creek Trail Raleigh, North Carolina",35.7586121944458,-78.6637534267815,The storm on Monday night filled up the greenway tunnel under Lake Wheeler Road with mud. It's bad. Please get this cleaned up.,Acknowledged,Sediment / Mud Run-off,,7783,Sediment / Mud Run-off
698,3823212,2017-10-27T10:11:40-04:00,,,"656 Maywood Ave Raleigh, North Carolina",35.7616086,-78.6570064,Cars parked in new bike lanes on Westbound side of Maywood Ave near Trophy Brewing make it unsafe to use new bicycle infrastructure.,Open,Other,,15012,Other
699,3823211,2017-10-27T10:11:24-04:00,2017-10-27T12:50:17-04:00,,"804 W Morgan St Raleigh NC 27603, USA",35.7806892,-78.6528525,"Cameron Court apartments has a gravel parking lot, and the gravel often times ends up on W. Hargett Street. After the heavy rain on Monday  10/23, there is a lot of gravel in the road. The approximate address of all of the gravel is 802 W. Hargett Street. The gravel definitely needs to be cleaned up from the road ASAP. ",Acknowledged,Sediment / Mud Run-off,https://seeclickfix.com/files/issue_images/0090/3817/img-206661053904524.jpg,7783,Sediment / Mud Run-off
700,3823198,2017-10-27T10:10:02-04:00,,2017-10-27T10:25:56-04:00,"656a Maywood Ave Raleigh, NC 27603, USA",35.7612129118523,-78.656744286418,"Cars are regularly parked on the new bike lanes, especially when Trophy is busy. I've talked to Trophy about it, to no avail.",Open,cars parked on bike lane,https://seeclickfix.com/files/issue_images/0090/3811/img-image_23301741679126.jpg,15012,Other
